priority	source	score	tag	file	line	text	same_line_export_ids	context
0	plausible	0	manual-check	034.被歪曲的革命家.txt	113	中国人		孙中山青年学习过西方科学方法的训练，所以他对一切不科学的附会，一概反对。1918年1月，一个四川的中医罗仁普写信问孙中山：“仆于先生之说而有请教焉者数事：科学家所谓元子者，是否为先天真一之炁？元子之知，有无等级？太极动而生电子，科学家能否把太极收服来看？道家烧炼，究竟所烧炼者何物？方士所创之烧炼，究竟到底能否得长生药？道家烧炼与方士烧炼有无分别？”这些问题，是从易经道藏胡乱附会出来的混问题。孙中山叫秘书的答语极为明白有力，那就是：“代答欲知此种新理，须从物理化学用功，不得从古说附会！”这种见地，哪里是今天整天要易经道藏堪舆风水的“中国人”所能想象呢？
0	plausible	0	manual-check	034.被歪曲的革命家.txt	117	爱德乐佛		中国的要人名人们，尤其是一二所谓工于书法的“党国元老”们，最喜欢给人题字署检，附骥者也求之若骛。殊不知这种风气，不是西方的，也是孙中山最反对的。当林正煊等十四个人，写信给孙中山，要求为他们的朋友何慨之著《全国兵工总厂调查改革》一书品题的时候，孙中山却叫秘书爽快的答道：“代答以此等实用之书，当以内容之切实为贵，不当以品题文藻为贵。甚欲一见其书，如果适用，当力为介绍于军界。至于品题，不敢附和！”请看这是何等新精神！若写他“我武维扬”等四个字，明明“省事”，可是孙中山却不肯，他一定要不怕“得罪人”，不怕麻烦的写上四十三个字，来指导他的同胞而不敷衍他的同胞。所以，像“爱德乐佛”一类的笑剧，孙中山是绝对不会参加的。
0	plausible	0	manual-check	034.被歪曲的革命家.txt	117	代答以此等实用之书，当以内容之切实为贵，不当以品题文藻为贵。甚欲一见其书，如果适用，当力为介绍于军界。至于品题，不敢附和！		中国的要人名人们，尤其是一二所谓工于书法的“党国元老”们，最喜欢给人题字署检，附骥者也求之若骛。殊不知这种风气，不是西方的，也是孙中山最反对的。当林正煊等十四个人，写信给孙中山，要求为他们的朋友何慨之著《全国兵工总厂调查改革》一书品题的时候，孙中山却叫秘书爽快的答道：“代答以此等实用之书，当以内容之切实为贵，不当以品题文藻为贵。甚欲一见其书，如果适用，当力为介绍于军界。至于品题，不敢附和！”请看这是何等新精神！若写他“我武维扬”等四个字，明明“省事”，可是孙中山却不肯，他一定要不怕“得罪人”，不怕麻烦的写上四十三个字，来指导他的同胞而不敷衍他的同胞。所以，像“爱德乐佛”一类的笑剧，孙中山是绝对不会参加的。
0	plausible	0	manual-check	034.被歪曲的革命家.txt	117	党国元老		中国的要人名人们，尤其是一二所谓工于书法的“党国元老”们，最喜欢给人题字署检，附骥者也求之若骛。殊不知这种风气，不是西方的，也是孙中山最反对的。当林正煊等十四个人，写信给孙中山，要求为他们的朋友何慨之著《全国兵工总厂调查改革》一书品题的时候，孙中山却叫秘书爽快的答道：“代答以此等实用之书，当以内容之切实为贵，不当以品题文藻为贵。甚欲一见其书，如果适用，当力为介绍于军界。至于品题，不敢附和！”请看这是何等新精神！若写他“我武维扬”等四个字，明明“省事”，可是孙中山却不肯，他一定要不怕“得罪人”，不怕麻烦的写上四十三个字，来指导他的同胞而不敷衍他的同胞。所以，像“爱德乐佛”一类的笑剧，孙中山是绝对不会参加的。
0	plausible	0	manual-check	034.被歪曲的革命家.txt	117	得罪人		中国的要人名人们，尤其是一二所谓工于书法的“党国元老”们，最喜欢给人题字署检，附骥者也求之若骛。殊不知这种风气，不是西方的，也是孙中山最反对的。当林正煊等十四个人，写信给孙中山，要求为他们的朋友何慨之著《全国兵工总厂调查改革》一书品题的时候，孙中山却叫秘书爽快的答道：“代答以此等实用之书，当以内容之切实为贵，不当以品题文藻为贵。甚欲一见其书，如果适用，当力为介绍于军界。至于品题，不敢附和！”请看这是何等新精神！若写他“我武维扬”等四个字，明明“省事”，可是孙中山却不肯，他一定要不怕“得罪人”，不怕麻烦的写上四十三个字，来指导他的同胞而不敷衍他的同胞。所以，像“爱德乐佛”一类的笑剧，孙中山是绝对不会参加的。
0	plausible	0	manual-check	034.被歪曲的革命家.txt	117	省事		中国的要人名人们，尤其是一二所谓工于书法的“党国元老”们，最喜欢给人题字署检，附骥者也求之若骛。殊不知这种风气，不是西方的，也是孙中山最反对的。当林正煊等十四个人，写信给孙中山，要求为他们的朋友何慨之著《全国兵工总厂调查改革》一书品题的时候，孙中山却叫秘书爽快的答道：“代答以此等实用之书，当以内容之切实为贵，不当以品题文藻为贵。甚欲一见其书，如果适用，当力为介绍于军界。至于品题，不敢附和！”请看这是何等新精神！若写他“我武维扬”等四个字，明明“省事”，可是孙中山却不肯，他一定要不怕“得罪人”，不怕麻烦的写上四十三个字，来指导他的同胞而不敷衍他的同胞。所以，像“爱德乐佛”一类的笑剧，孙中山是绝对不会参加的。
0	plausible	0	manual-check	034.被歪曲的革命家.txt	117	我武维扬		中国的要人名人们，尤其是一二所谓工于书法的“党国元老”们，最喜欢给人题字署检，附骥者也求之若骛。殊不知这种风气，不是西方的，也是孙中山最反对的。当林正煊等十四个人，写信给孙中山，要求为他们的朋友何慨之著《全国兵工总厂调查改革》一书品题的时候，孙中山却叫秘书爽快的答道：“代答以此等实用之书，当以内容之切实为贵，不当以品题文藻为贵。甚欲一见其书，如果适用，当力为介绍于军界。至于品题，不敢附和！”请看这是何等新精神！若写他“我武维扬”等四个字，明明“省事”，可是孙中山却不肯，他一定要不怕“得罪人”，不怕麻烦的写上四十三个字，来指导他的同胞而不敷衍他的同胞。所以，像“爱德乐佛”一类的笑剧，孙中山是绝对不会参加的。
0	plausible	0	likely-exclude	034.被歪曲的革命家.txt	129	代答先生向不荐人；此事则早知无效，已劝同志另作别图。		“中国人”的另一法宝是乱写八行书，到处推荐人。这一方面，最具代表性的是蔡元培。但蔡元培爱推荐人是奖掖后进，并非徇私情，所以还算是好的，虽然荐书写得太多，往往失效。孙中山在这一方面的认真态度全是洋派的。有刘季谋者，写信给他，盼能帮助进航空学校：“兹查京中及沪上人云：但得有力之人介绍，随时可入校云。因此恳求先生介绍，附入南苑航空学校。且鄙人所求航空者始因在八日市及潍县等处苦学数月，若中途，殊深可叹。万望出力介绍，念勿枉费日前之苦学。如蒙承诺，恳乞赐示，幸甚幸甚。”在原信上，孙中山批道：“代答先生向不荐人；此事则早知无效，已劝同志另作别图。”这种不含糊办事、不受私情牵扯的态度，溯其本源，也是西方的。
0	plausible	0	likely-exclude	034.被歪曲的革命家.txt	129	中国人		“中国人”的另一法宝是乱写八行书，到处推荐人。这一方面，最具代表性的是蔡元培。但蔡元培爱推荐人是奖掖后进，并非徇私情，所以还算是好的，虽然荐书写得太多，往往失效。孙中山在这一方面的认真态度全是洋派的。有刘季谋者，写信给他，盼能帮助进航空学校：“兹查京中及沪上人云：但得有力之人介绍，随时可入校云。因此恳求先生介绍，附入南苑航空学校。且鄙人所求航空者始因在八日市及潍县等处苦学数月，若中途，殊深可叹。万望出力介绍，念勿枉费日前之苦学。如蒙承诺，恳乞赐示，幸甚幸甚。”在原信上，孙中山批道：“代答先生向不荐人；此事则早知无效，已劝同志另作别图。”这种不含糊办事、不受私情牵扯的态度，溯其本源，也是西方的。
0	plausible	0	likely-exclude	034.被歪曲的革命家.txt	129	兹查京中及沪上人云：但得有力之人介绍，随时可入校云。因此恳求先生介绍，附入南苑航空学校。且鄙人所求航空者始因在八日市及潍县等处苦学数月，若中途，殊深可叹。万望出力介绍，念勿枉费日前之苦学。如蒙承诺，恳乞赐示，幸甚幸甚。		“中国人”的另一法宝是乱写八行书，到处推荐人。这一方面，最具代表性的是蔡元培。但蔡元培爱推荐人是奖掖后进，并非徇私情，所以还算是好的，虽然荐书写得太多，往往失效。孙中山在这一方面的认真态度全是洋派的。有刘季谋者，写信给他，盼能帮助进航空学校：“兹查京中及沪上人云：但得有力之人介绍，随时可入校云。因此恳求先生介绍，附入南苑航空学校。且鄙人所求航空者始因在八日市及潍县等处苦学数月，若中途，殊深可叹。万望出力介绍，念勿枉费日前之苦学。如蒙承诺，恳乞赐示，幸甚幸甚。”在原信上，孙中山批道：“代答先生向不荐人；此事则早知无效，已劝同志另作别图。”这种不含糊办事、不受私情牵扯的态度，溯其本源，也是西方的。
0	plausible	0	manual-check	034.被歪曲的革命家.txt	139	嫡系信徒		我这里写“中国人”对不起孙中山，心中实在不好过，可是不得不说。我是学历史的人，我仔细研究孙中山一生的历史，竟忍不住感到他是一个“孤独”的人。所谓“孤独”，并不是说缺乏人拥护他，缺乏“信徒”和“同志”，或缺乏盲目崇拜他的人。相反的，在“中国人”中，这些人极多极多，甚至全国皆是。我所谓的“孤独”，乃是孙中山的全部的伟大面和深刻面，不能为一般人所全部了解。他们了解的，至多只是枝枝节节，甚至还误解丛生、附会丛生。这种情形，即使以他“嫡系信徒”自居的人也不例外。为了表示我这话不是乱说，我可以举例。
0	plausible	0	manual-check	034.被歪曲的革命家.txt	139	孤独		我这里写“中国人”对不起孙中山，心中实在不好过，可是不得不说。我是学历史的人，我仔细研究孙中山一生的历史，竟忍不住感到他是一个“孤独”的人。所谓“孤独”，并不是说缺乏人拥护他，缺乏“信徒”和“同志”，或缺乏盲目崇拜他的人。相反的，在“中国人”中，这些人极多极多，甚至全国皆是。我所谓的“孤独”，乃是孙中山的全部的伟大面和深刻面，不能为一般人所全部了解。他们了解的，至多只是枝枝节节，甚至还误解丛生、附会丛生。这种情形，即使以他“嫡系信徒”自居的人也不例外。为了表示我这话不是乱说，我可以举例。
0	plausible	0	manual-check	034.被歪曲的革命家.txt	139	同志		我这里写“中国人”对不起孙中山，心中实在不好过，可是不得不说。我是学历史的人，我仔细研究孙中山一生的历史，竟忍不住感到他是一个“孤独”的人。所谓“孤独”，并不是说缺乏人拥护他，缺乏“信徒”和“同志”，或缺乏盲目崇拜他的人。相反的，在“中国人”中，这些人极多极多，甚至全国皆是。我所谓的“孤独”，乃是孙中山的全部的伟大面和深刻面，不能为一般人所全部了解。他们了解的，至多只是枝枝节节，甚至还误解丛生、附会丛生。这种情形，即使以他“嫡系信徒”自居的人也不例外。为了表示我这话不是乱说，我可以举例。
0	plausible	0	manual-check	034.被歪曲的革命家.txt	139	信徒		我这里写“中国人”对不起孙中山，心中实在不好过，可是不得不说。我是学历史的人，我仔细研究孙中山一生的历史，竟忍不住感到他是一个“孤独”的人。所谓“孤独”，并不是说缺乏人拥护他，缺乏“信徒”和“同志”，或缺乏盲目崇拜他的人。相反的，在“中国人”中，这些人极多极多，甚至全国皆是。我所谓的“孤独”，乃是孙中山的全部的伟大面和深刻面，不能为一般人所全部了解。他们了解的，至多只是枝枝节节，甚至还误解丛生、附会丛生。这种情形，即使以他“嫡系信徒”自居的人也不例外。为了表示我这话不是乱说，我可以举例。
0	plausible	0	manual-check	034.被歪曲的革命家.txt	139	中国人		我这里写“中国人”对不起孙中山，心中实在不好过，可是不得不说。我是学历史的人，我仔细研究孙中山一生的历史，竟忍不住感到他是一个“孤独”的人。所谓“孤独”，并不是说缺乏人拥护他，缺乏“信徒”和“同志”，或缺乏盲目崇拜他的人。相反的，在“中国人”中，这些人极多极多，甚至全国皆是。我所谓的“孤独”，乃是孙中山的全部的伟大面和深刻面，不能为一般人所全部了解。他们了解的，至多只是枝枝节节，甚至还误解丛生、附会丛生。这种情形，即使以他“嫡系信徒”自居的人也不例外。为了表示我这话不是乱说，我可以举例。
0	plausible	0	likely-exclude	034.被歪曲的革命家.txt	145	带往‘大亚洲主义’		二、左派转日派——他们的代表人多是汪精卫伪政府的汉奸派，他们的手法是把死后的孙中山“带往东洋”“带往扶桑”“带往‘大亚洲主义’”。这些人中，他们多曾脱胎于左派，如汪精卫、如陈公博、如周佛海。后两者且是共产党的“元勋”。汪精卫在伪组织下，也印行《总理全集》，他还在上面写上“汪精卫敬题”字样；周佛海更是号称“三民主义理论权威”，他在1921年写《三民主义的基本问题》，1928年写《三民主义理论之体系》，都不脱左派的观点。到了他投靠日本，做了汉奸，无异又硬把死后的孙中山，穿上马克思主义的和服！
0	plausible	0	likely-exclude	034.被歪曲的革命家.txt	145	带往东洋		二、左派转日派——他们的代表人多是汪精卫伪政府的汉奸派，他们的手法是把死后的孙中山“带往东洋”“带往扶桑”“带往‘大亚洲主义’”。这些人中，他们多曾脱胎于左派，如汪精卫、如陈公博、如周佛海。后两者且是共产党的“元勋”。汪精卫在伪组织下，也印行《总理全集》，他还在上面写上“汪精卫敬题”字样；周佛海更是号称“三民主义理论权威”，他在1921年写《三民主义的基本问题》，1928年写《三民主义理论之体系》，都不脱左派的观点。到了他投靠日本，做了汉奸，无异又硬把死后的孙中山，穿上马克思主义的和服！
0	plausible	0	likely-exclude	034.被歪曲的革命家.txt	145	带往扶桑		二、左派转日派——他们的代表人多是汪精卫伪政府的汉奸派，他们的手法是把死后的孙中山“带往东洋”“带往扶桑”“带往‘大亚洲主义’”。这些人中，他们多曾脱胎于左派，如汪精卫、如陈公博、如周佛海。后两者且是共产党的“元勋”。汪精卫在伪组织下，也印行《总理全集》，他还在上面写上“汪精卫敬题”字样；周佛海更是号称“三民主义理论权威”，他在1921年写《三民主义的基本问题》，1928年写《三民主义理论之体系》，都不脱左派的观点。到了他投靠日本，做了汉奸，无异又硬把死后的孙中山，穿上马克思主义的和服！
0	plausible	0	likely-exclude	034.被歪曲的革命家.txt	145	三民主义理论权威		二、左派转日派——他们的代表人多是汪精卫伪政府的汉奸派，他们的手法是把死后的孙中山“带往东洋”“带往扶桑”“带往‘大亚洲主义’”。这些人中，他们多曾脱胎于左派，如汪精卫、如陈公博、如周佛海。后两者且是共产党的“元勋”。汪精卫在伪组织下，也印行《总理全集》，他还在上面写上“汪精卫敬题”字样；周佛海更是号称“三民主义理论权威”，他在1921年写《三民主义的基本问题》，1928年写《三民主义理论之体系》，都不脱左派的观点。到了他投靠日本，做了汉奸，无异又硬把死后的孙中山，穿上马克思主义的和服！
0	plausible	0	likely-exclude	034.被歪曲的革命家.txt	145	汪精卫敬题		二、左派转日派——他们的代表人多是汪精卫伪政府的汉奸派，他们的手法是把死后的孙中山“带往东洋”“带往扶桑”“带往‘大亚洲主义’”。这些人中，他们多曾脱胎于左派，如汪精卫、如陈公博、如周佛海。后两者且是共产党的“元勋”。汪精卫在伪组织下，也印行《总理全集》，他还在上面写上“汪精卫敬题”字样；周佛海更是号称“三民主义理论权威”，他在1921年写《三民主义的基本问题》，1928年写《三民主义理论之体系》，都不脱左派的观点。到了他投靠日本，做了汉奸，无异又硬把死后的孙中山，穿上马克思主义的和服！
0	plausible	0	likely-exclude	034.被歪曲的革命家.txt	145	元勋		二、左派转日派——他们的代表人多是汪精卫伪政府的汉奸派，他们的手法是把死后的孙中山“带往东洋”“带往扶桑”“带往‘大亚洲主义’”。这些人中，他们多曾脱胎于左派，如汪精卫、如陈公博、如周佛海。后两者且是共产党的“元勋”。汪精卫在伪组织下，也印行《总理全集》，他还在上面写上“汪精卫敬题”字样；周佛海更是号称“三民主义理论权威”，他在1921年写《三民主义的基本问题》，1928年写《三民主义理论之体系》，都不脱左派的观点。到了他投靠日本，做了汉奸，无异又硬把死后的孙中山，穿上马克思主义的和服！
0	plausible	0	likely-exclude	034.被歪曲的革命家.txt	147	布尔塞维克毒素		三、左派放脚派——这一派是曾迷恋过马克思主义的人、曾醉心过唯物史观的人，后来迷途知返，或躯壳上至少“反正”、被枪决未死而“重新做人”的人，他们自告奋勇，俨然以“总理遗教”的诠释者自命，结果等于女人小脚放大，骨子里，还是不脱马克思的马尾和唯物史观的观点。“迷途知返”的人，如曾大倡过唯物论的胡汉民，他后来的表现还算不失为一个勇者，他开始攻击“拉孙中山先生与马克思同坐”的现象了。最可恨的是那些躯壳上“反正”、被枪毙未死而“重新做人”的人，他们竟还宣扬胡汉民的“以唯物史观的方法之运用”，并呼号应该取法。这批人，一脑袋马克思的残余毒素，一脚丫子唯物史观的残余碎骨，精神上完全没有“反正”、没有“重新做人”。不但如此，他们在手段上还完全是布尔塞维克式的，残忍、阴险、猜忌、借刀杀人。在四十年代后期，国民党中曾有清除“布尔塞维克
0	plausible	0	likely-exclude	034.被歪曲的革命家.txt	147	反正		三、左派放脚派——这一派是曾迷恋过马克思主义的人、曾醉心过唯物史观的人，后来迷途知返，或躯壳上至少“反正”、被枪决未死而“重新做人”的人，他们自告奋勇，俨然以“总理遗教”的诠释者自命，结果等于女人小脚放大，骨子里，还是不脱马克思的马尾和唯物史观的观点。“迷途知返”的人，如曾大倡过唯物论的胡汉民，他后来的表现还算不失为一个勇者，他开始攻击“拉孙中山先生与马克思同坐”的现象了。最可恨的是那些躯壳上“反正”、被枪毙未死而“重新做人”的人，他们竟还宣扬胡汉民的“以唯物史观的方法之运用”，并呼号应该取法。这批人，一脑袋马克思的残余毒素，一脚丫子唯物史观的残余碎骨，精神上完全没有“反正”、没有“重新做人”。不但如此，他们在手段上还完全是布尔塞维克式的，残忍、阴险、猜忌、借刀杀人。在四十年代后期，国民党中曾有清除“布尔塞维克
0	plausible	0	likely-exclude	034.被歪曲的革命家.txt	147	拉孙中山先生与马克思同坐		三、左派放脚派——这一派是曾迷恋过马克思主义的人、曾醉心过唯物史观的人，后来迷途知返，或躯壳上至少“反正”、被枪决未死而“重新做人”的人，他们自告奋勇，俨然以“总理遗教”的诠释者自命，结果等于女人小脚放大，骨子里，还是不脱马克思的马尾和唯物史观的观点。“迷途知返”的人，如曾大倡过唯物论的胡汉民，他后来的表现还算不失为一个勇者，他开始攻击“拉孙中山先生与马克思同坐”的现象了。最可恨的是那些躯壳上“反正”、被枪毙未死而“重新做人”的人，他们竟还宣扬胡汉民的“以唯物史观的方法之运用”，并呼号应该取法。这批人，一脑袋马克思的残余毒素，一脚丫子唯物史观的残余碎骨，精神上完全没有“反正”、没有“重新做人”。不但如此，他们在手段上还完全是布尔塞维克式的，残忍、阴险、猜忌、借刀杀人。在四十年代后期，国民党中曾有清除“布尔塞维克
0	plausible	0	likely-exclude	034.被歪曲的革命家.txt	147	迷途知返		三、左派放脚派——这一派是曾迷恋过马克思主义的人、曾醉心过唯物史观的人，后来迷途知返，或躯壳上至少“反正”、被枪决未死而“重新做人”的人，他们自告奋勇，俨然以“总理遗教”的诠释者自命，结果等于女人小脚放大，骨子里，还是不脱马克思的马尾和唯物史观的观点。“迷途知返”的人，如曾大倡过唯物论的胡汉民，他后来的表现还算不失为一个勇者，他开始攻击“拉孙中山先生与马克思同坐”的现象了。最可恨的是那些躯壳上“反正”、被枪毙未死而“重新做人”的人，他们竟还宣扬胡汉民的“以唯物史观的方法之运用”，并呼号应该取法。这批人，一脑袋马克思的残余毒素，一脚丫子唯物史观的残余碎骨，精神上完全没有“反正”、没有“重新做人”。不但如此，他们在手段上还完全是布尔塞维克式的，残忍、阴险、猜忌、借刀杀人。在四十年代后期，国民党中曾有清除“布尔塞维克
0	plausible	0	likely-exclude	034.被歪曲的革命家.txt	147	以唯物史观的方法之运用		三、左派放脚派——这一派是曾迷恋过马克思主义的人、曾醉心过唯物史观的人，后来迷途知返，或躯壳上至少“反正”、被枪决未死而“重新做人”的人，他们自告奋勇，俨然以“总理遗教”的诠释者自命，结果等于女人小脚放大，骨子里，还是不脱马克思的马尾和唯物史观的观点。“迷途知返”的人，如曾大倡过唯物论的胡汉民，他后来的表现还算不失为一个勇者，他开始攻击“拉孙中山先生与马克思同坐”的现象了。最可恨的是那些躯壳上“反正”、被枪毙未死而“重新做人”的人，他们竟还宣扬胡汉民的“以唯物史观的方法之运用”，并呼号应该取法。这批人，一脑袋马克思的残余毒素，一脚丫子唯物史观的残余碎骨，精神上完全没有“反正”、没有“重新做人”。不但如此，他们在手段上还完全是布尔塞维克式的，残忍、阴险、猜忌、借刀杀人。在四十年代后期，国民党中曾有清除“布尔塞维克
0	plausible	0	likely-exclude	034.被歪曲的革命家.txt	147	重新做人		三、左派放脚派——这一派是曾迷恋过马克思主义的人、曾醉心过唯物史观的人，后来迷途知返，或躯壳上至少“反正”、被枪决未死而“重新做人”的人，他们自告奋勇，俨然以“总理遗教”的诠释者自命，结果等于女人小脚放大，骨子里，还是不脱马克思的马尾和唯物史观的观点。“迷途知返”的人，如曾大倡过唯物论的胡汉民，他后来的表现还算不失为一个勇者，他开始攻击“拉孙中山先生与马克思同坐”的现象了。最可恨的是那些躯壳上“反正”、被枪毙未死而“重新做人”的人，他们竟还宣扬胡汉民的“以唯物史观的方法之运用”，并呼号应该取法。这批人，一脑袋马克思的残余毒素，一脚丫子唯物史观的残余碎骨，精神上完全没有“反正”、没有“重新做人”。不但如此，他们在手段上还完全是布尔塞维克式的，残忍、阴险、猜忌、借刀杀人。在四十年代后期，国民党中曾有清除“布尔塞维克
0	plausible	0	likely-exclude	034.被歪曲的革命家.txt	147	总理遗教		三、左派放脚派——这一派是曾迷恋过马克思主义的人、曾醉心过唯物史观的人，后来迷途知返，或躯壳上至少“反正”、被枪决未死而“重新做人”的人，他们自告奋勇，俨然以“总理遗教”的诠释者自命，结果等于女人小脚放大，骨子里，还是不脱马克思的马尾和唯物史观的观点。“迷途知返”的人，如曾大倡过唯物论的胡汉民，他后来的表现还算不失为一个勇者，他开始攻击“拉孙中山先生与马克思同坐”的现象了。最可恨的是那些躯壳上“反正”、被枪毙未死而“重新做人”的人，他们竟还宣扬胡汉民的“以唯物史观的方法之运用”，并呼号应该取法。这批人，一脑袋马克思的残余毒素，一脚丫子唯物史观的残余碎骨，精神上完全没有“反正”、没有“重新做人”。不但如此，他们在手段上还完全是布尔塞维克式的，残忍、阴险、猜忌、借刀杀人。在四十年代后期，国民党中曾有清除“布尔塞维克
0	plausible	0	likely-exclude	034.被歪曲的革命家.txt	149	继承		四、左派孔子派——这一派也是曾经在左派漩涡里浮沉过的人，上岸以后，仍旧澳气未脱，于是糊里糊涂，抱住孔夫子的僵尸，妄想分点热气。若追究此派代表人，则是大名鼎鼎的戴传贤。戴传贤忠于国家和孙中山，举世公认，我也承认。但是他的头脑的返于保守，实在不可饶恕。他除了捧中医、捧和尚、捧毛笔、捧古墓、捧经书、捧孔圣后人、捧贞节烈妇以外，居然写《孙文主义之哲学的基础》《中山先生年表序》等文字，硬把孙中山朝孔庙里推。关于这一点，国民党胡汉民曾有批评，他在《三民主义的心物观》里说：“假如孙中山先生的要求、孙中山先生的思想，只是在继承尧舜以至孔孟，使中绝的中国道德文化复活，那么孙中山先生便够不上是一个革命家或政治家，他的革命理论的内容，便不会有这样的深厚与博大，他只是一个普通的伦理道德家或一个普通学问家而已。”国民党甘乃光在《孙文主义
0	plausible	0	likely-exclude	034.被歪曲的革命家.txt	149	假如孙中山先生的要求、孙中山先生的思想，只是在继承尧舜以至孔孟，使中绝的中国道德文化复活，那么孙中山先生便够不上是一个革命家或政治家，他的革命理论的内容，便不会有这样的深厚与博大，他只是一个普通的伦理道德家或一个普通学问家而已。		四、左派孔子派——这一派也是曾经在左派漩涡里浮沉过的人，上岸以后，仍旧澳气未脱，于是糊里糊涂，抱住孔夫子的僵尸，妄想分点热气。若追究此派代表人，则是大名鼎鼎的戴传贤。戴传贤忠于国家和孙中山，举世公认，我也承认。但是他的头脑的返于保守，实在不可饶恕。他除了捧中医、捧和尚、捧毛笔、捧古墓、捧经书、捧孔圣后人、捧贞节烈妇以外，居然写《孙文主义之哲学的基础》《中山先生年表序》等文字，硬把孙中山朝孔庙里推。关于这一点，国民党胡汉民曾有批评，他在《三民主义的心物观》里说：“假如孙中山先生的要求、孙中山先生的思想，只是在继承尧舜以至孔孟，使中绝的中国道德文化复活，那么孙中山先生便够不上是一个革命家或政治家，他的革命理论的内容，便不会有这样的深厚与博大，他只是一个普通的伦理道德家或一个普通学问家而已。”国民党甘乃光在《孙文主义
0	plausible	0	likely-exclude	034.被歪曲的革命家.txt	149	近来曲解孙文主义的人太多了！有人以为中山先生为孔子以后继承道统的大圣，以为其哲学的基础是仁爱。不错，什么改造社会的思想，哪一种不是从仁爱做出发点？思想的派别，哪一种能别乎救世救社会的目标？故以目的来论，什么改造思想，都是以仁爱为基点，千篇一律。若要分别，还在其观察某一时代的背景而定出的策略。孔子是一个改良派；中山先生是一个革命党。怎能拿他们合在一起？		四、左派孔子派——这一派也是曾经在左派漩涡里浮沉过的人，上岸以后，仍旧澳气未脱，于是糊里糊涂，抱住孔夫子的僵尸，妄想分点热气。若追究此派代表人，则是大名鼎鼎的戴传贤。戴传贤忠于国家和孙中山，举世公认，我也承认。但是他的头脑的返于保守，实在不可饶恕。他除了捧中医、捧和尚、捧毛笔、捧古墓、捧经书、捧孔圣后人、捧贞节烈妇以外，居然写《孙文主义之哲学的基础》《中山先生年表序》等文字，硬把孙中山朝孔庙里推。关于这一点，国民党胡汉民曾有批评，他在《三民主义的心物观》里说：“假如孙中山先生的要求、孙中山先生的思想，只是在继承尧舜以至孔孟，使中绝的中国道德文化复活，那么孙中山先生便够不上是一个革命家或政治家，他的革命理论的内容，便不会有这样的深厚与博大，他只是一个普通的伦理道德家或一个普通学问家而已。”国民党甘乃光在《孙文主义
0	plausible	0	likely-exclude	034.被歪曲的革命家.txt	149	我们若拘泥‘继承’两个字，倒会把（孙）先生的意思弄错了！		四、左派孔子派——这一派也是曾经在左派漩涡里浮沉过的人，上岸以后，仍旧澳气未脱，于是糊里糊涂，抱住孔夫子的僵尸，妄想分点热气。若追究此派代表人，则是大名鼎鼎的戴传贤。戴传贤忠于国家和孙中山，举世公认，我也承认。但是他的头脑的返于保守，实在不可饶恕。他除了捧中医、捧和尚、捧毛笔、捧古墓、捧经书、捧孔圣后人、捧贞节烈妇以外，居然写《孙文主义之哲学的基础》《中山先生年表序》等文字，硬把孙中山朝孔庙里推。关于这一点，国民党胡汉民曾有批评，他在《三民主义的心物观》里说：“假如孙中山先生的要求、孙中山先生的思想，只是在继承尧舜以至孔孟，使中绝的中国道德文化复活，那么孙中山先生便够不上是一个革命家或政治家，他的革命理论的内容，便不会有这样的深厚与博大，他只是一个普通的伦理道德家或一个普通学问家而已。”国民党甘乃光在《孙文主义
0	plausible	0	manual-check	034.被歪曲的革命家.txt	151	今之朱子		五、右派孔子派——这一派的代表者，大都是只会读读四书五经线装书的村夫子，根本不晓得近代西方思潮是怎么回事，硬从本位主义国粹主义上拉孙中山。这一派的手法，跟前一派不同的是：前一派在把孙中山朝上推，直推到“孙中山先生与孔子同坐”；这一派则是把孙中山从下提，直提到“孙中山先生与孔子同坐”，故其结果，则殊途同归。此派若推今日之代表人，请看“今之朱子”钱穆便是。
0	plausible	0	manual-check	034.被歪曲的革命家.txt	151	孙中山先生与孔子同坐		五、右派孔子派——这一派的代表者，大都是只会读读四书五经线装书的村夫子，根本不晓得近代西方思潮是怎么回事，硬从本位主义国粹主义上拉孙中山。这一派的手法，跟前一派不同的是：前一派在把孙中山朝上推，直推到“孙中山先生与孔子同坐”；这一派则是把孙中山从下提，直提到“孙中山先生与孔子同坐”，故其结果，则殊途同归。此派若推今日之代表人，请看“今之朱子”钱穆便是。
0	plausible	0	likely-exclude	034.被歪曲的革命家.txt	153	朝国父遗像发誓不再恶补		六、右派释迦派——这是更荒谬的一派。这派的做法是把孙中山“神化”。胡汉民在《三民主义的心物观》里说：“因为见了班禅，更把孙中山先生去比附到释迦一路去，这种因袭的、崇拜偶像的、不革命的心理，实在是要不得。”他又说：“这几年来，运动的方向似乎已有了转变。转变到认识孙中山与马克思之不同，但同一的厄运，变了孙中山先生的孔子化与释迦化。……同时，‘时轮金刚法会’‘西天班禅活佛’，都可以‘护国’、‘宣化’、救灾、息难。政府里的官员——大概还自承为中国国民党的同志，都奔走骇汗，磕头礼拜。我因心疑：有了法会、有了活佛，必定可以感召祥和；格顽寇之心，绝侵略之迹！所以制礼作乐的呼声，不但宣诸口舌，甚至形诸笔墨了。我看看新闻纸，使我感觉到现在不是民国二十二年，尤其不是日本夺我东北侵我华北的一年，而是至少退转到了三千年以后，五百年以上
