priority	kind	score	tag	file	line	text	same_line_export_ids	context
5	review_candidate_not_exported	5	likely-exclude	022.废娼效果知多少？.txt	3	一、门首悬挂圆形绿色灯，以为标志		在《台湾省管理妓女办法》第2条中，明文规定：“各县市取缔娼妓，应划定区域集中居住，加强管理。”这种规定，是很明显的公娼制度。在公娼制度下，第10条中一一列举了妓女户应遵守的事项：如“一、门首悬挂圆形绿色灯，以为标志”；如“四、被褥枕毯隔日换洗一次”；如“十、不得诱迫质买妇女为妓女”；如“十二、不得超过分成规定剥削妓女之收入”；如“十三、不得扣留妓女之许可证”...
5	review_candidate_not_exported	5	likely-exclude	023.公娼的黑暗.txt	7	一面高倡废娼、一面允许公娼		在今日世界的潮流下，公娼制度本来早就是一个落伍的制度。国际废除娼妓协会早在19世纪的1875年就成立了，废除娼妓的呼声，已变成近代争取人权运动的一个主要音响。在国际废除娼妓协会中，我们中华民国也派过代表，前年9月还在雅典开过会，这都表示了我们否定娼妓制度的明朗趋向。在这种趋向下，我们实在看不出“一面高倡废娼、一面允许公娼”的做法，有什么高明的依据，我们实在不...
5	review_candidate_not_exported	5	likely-exclude	023.公娼的黑暗.txt	9	九年无成，流莺满地		《台湾省管理妓女办法》立法时的伟大目标是：“二年内全部取缔完竣”！可是事实上的结果是：“九年无成，流莺满地”！被政府准许的公娼，反倒成了合法的作奸犯科的逋逃薮！管理妓女办法的巧妙利用，反倒成了假“公”济“私”掩护黑暗现象的护符！
5	review_candidate_not_exported	5	likely-exclude	023.公娼的黑暗.txt	15	用承认公娼做手段，以达到废娼为目的		公娼制度在管理办法公布九年后的今天，已“沦落”至此，真可说意想不到。这时候，我们再回看当时执政者“用承认公娼做手段，以达到废娼为目的”的设计，我们不得不说是完完全全失败了、上当了。我们不得不说：我们的废娼理想，已经“失身”于《台湾省管理妓女办法》；而《台湾省管理妓女办法》，又被“诱骗”于公娼制度；而公娼制度，又被“贩卖”于私娼和老鸨子龟儿子。最后的结论是：我...
5	review_candidate_not_exported	5	manual-check	025.何秀子事件的法律观点.txt	9	甚感蹊跷，怀疑这是一种可鄙的招徕术		最近，台北市警三分局局长李凤超，会同有关人士，四次直捣沙龙，探得“基督老鸨”经营私娼业，这是公事公办，很值得我们佩服。但是奇怪的是，5月20号的《中央日报》上，居然在“短评”中表示“甚感蹊跷，怀疑这是一种可鄙的招徕术”！这么一说，三分局的局长岂不是伙同何秀子大事招徕的共犯了吗？
5	review_candidate_not_exported	5	likely-exclude	025.何秀子事件的法律观点.txt	11	耳目不灵，反应迟钝		《中央日报》“短评”中又说：“……社会一般所共知，邻里曾一再向有关方面控诉。若仍须待警方多次会同探查，始得而知，岂非徒然暴露警方的耳目不灵，反应迟钝！”这种“舆论”，是我们不敢领教的。因为警察不依靠传闻与控诉，而依靠仔细搜求的客观证据处罚何秀子，这种合法的步骤，是绝不算错的。至于说警察“耳目不灵，反应迟钝”，这也是诽谤警察的话。我们的警察绝不是这样低能的人。...
5	review_candidate_not_exported	5	likely-exclude	027.“流氓”应该怎么罚？.txt	23	化大为小，化小为无		因为办法本身的笼统，自然导致解释上的出入和纷纭。故一个人的行为，用取缔流氓办法一量，自然可以“小大由之”，只要量得巧妙，这个人的“罪状”，可以“无中生有”，当然也可以“化大为小，化小为无”。
5	review_candidate_not_exported	5	likely-exclude	031.李敖不可怕.txt	5	外面的一切麻烦，我来应付，只你老弟笔下留情就得了！		当夏晓华先生不顾困难和麻烦，拉我来给《台湾日报》写这个小专栏的时候，他的本意是“但愿人长久”，“细水长流”，而不要“怒涛澎湃”，“被迫中绝”。他一再向我说：“外面的一切麻烦，我来应付，只你老弟笔下留情就得了！”
5	review_candidate_not_exported	5	manual-check	039.陈查某之路.txt	3	他送给贫苦大众100万分温暖和希望		台湾工商界的巨子，在纺织、贸易、航业、造纸等方面都有成绩的“青果大王”陈查某老先生，8月2号拿了一张100万元的支票交给内政部长连震东先生，做为社会福利事业之用，其中包括贫民救济金、奖学金以及贫民义诊等项目。这次义举，很得人们的称赞。《台湾日报》写《草地人开讲》的朋友说：“他送给贫苦大众100万分温暖和希望”，我很同意这句话。
5	review_candidate_not_exported	5	manual-check	052.明星即英雄.txt	21	挥金如土，杀人如麻		阮毅成先生在世新校刊上写回忆录，谈到抗战时期，他在浙江工作的时候曾看见许多“抗战英雄”，这些人的“英雄本色”是“挥金如土，杀人如麻”。
3	plausible_candidate_not_exported	0	likely-exclude	001.从《秀嫚信箱》到《上下古今谈》.txt	27	一个得人心的英雄	LASXGJ-002	中华民国54年的7月里，在台湾岛上发生了两件大事：一件是从7月2号开始的《秀嫚信箱》，由刘秀嫚执笔，发表在《中华日报》；一件是7月5号开始的《上下古今谈》，由李敖执笔，发表在《台湾日报》。我所以说这是中华民国的两件大事，就因为这两个专栏的主持者都是名人：一位是名女人，是美国选美场合中的东方美女；一位是名男人，是英国《中国季刊》（The China Quarterly）中称道的“一个得人心的英雄”（a popular hero）。如今这一女一男，不约而同，在哥德所谓的“恋爱季节”（5月）之后两个月，分别在报上宣传人生的大道理，这不是中华民国的两件大事，又是什么呢？
3	plausible_candidate_not_exported	0	likely-exclude	004.“上下”与雅俗.txt	11	有话直说，有屁直放	LASXGJ-019	原来在我的文章中，素来绝不忌讳“下里巴人”的语汇，我的表达法也是下里巴人式的，尽量是“有话直说，有屁直放”。有人说我的文章“有流氓气”，我也不否认。等到我翻翻所谓《台湾省戒严时期取缔流氓办法》以后，发现写文章“有流氓气”尚不致被违宪的移付外岛管训，于是我更“有屁直放”起来。
3	plausible_candidate_not_exported	0	likely-exclude	004.“上下”与雅俗.txt	11	有流氓气	LASXGJ-019	原来在我的文章中，素来绝不忌讳“下里巴人”的语汇，我的表达法也是下里巴人式的，尽量是“有话直说，有屁直放”。有人说我的文章“有流氓气”，我也不否认。等到我翻翻所谓《台湾省戒严时期取缔流氓办法》以后，发现写文章“有流氓气”尚不致被违宪的移付外岛管训，于是我更“有屁直放”起来。
3	plausible_candidate_not_exported	0	likely-exclude	004.“上下”与雅俗.txt	11	有屁直放	LASXGJ-019	原来在我的文章中，素来绝不忌讳“下里巴人”的语汇，我的表达法也是下里巴人式的，尽量是“有话直说，有屁直放”。有人说我的文章“有流氓气”，我也不否认。等到我翻翻所谓《台湾省戒严时期取缔流氓办法》以后，发现写文章“有流氓气”尚不致被违宪的移付外岛管训，于是我更“有屁直放”起来。
3	plausible_candidate_not_exported	0	manual-check	006.“谈”什么？.txt	7	沙文主义者	LASXGJ-022	一、谈乡土——在不能上太空以前，乡土是我们生老病死、喜怒哀乐的园地，因此我们不能不“谈”它，不能不爱它、不了解它。我们不是狂热的“沙文主义者”（Chauvinist），也不是盲目的义和团，但是我们骨头烧成灰都是中国人，最后还要落叶归根，给中国的土地做肥料。在这个土地上，任何地区都是我们的乡土，我们不该有褊狭的地域观念。我有时候，爱站在北方人的立场开南方人的玩笑，但这只是玩笑而已。在我的心头，我知道我的祖籍在云南，而我在台湾的岁月，竟占了我这30年生命中的16年！因此，我更会像爱北方人一样的爱南方人，——尤其是南方女人。
3	plausible_candidate_not_exported	0	manual-check	006.“谈”什么？.txt	11	时潮	LASXGJ-023|LASXGJ-024	三、谈时潮——“时潮”（time and ride）是现代人必须关心的题目，不了解时代真相和世界潮流的人，只是《何典》中所谓的“活死人”、只是《拾遗记》中所谓的“行尸走肉”。这个世界上，人在没自杀以前，大概谁都不愿先做死人和尸体，谁都愿做一个活生生的大活人。因此时潮不得不“谈”。谈得愈多，殡仪馆的生意愈少；张启仲市长若早读我的文章，也就不会在台中文化中心区盖殡仪馆了！
3	plausible_candidate_not_exported	0	manual-check	015.“好汉”与负责.txt	3	擦屁股	LASXGJ-037	汉朝贯高的精神是“好汉做事好汉当”。所谓“好汉做事”，有时候是把事做得功德圆满，有时候却把事做得一败涂地，在做得一败涂地的时候，做“好汉”的，就该挺身出来，做负责的表示，他不该东推西托，不该拆下滥污让别人来收拾。换句话说，他不该让别人替他“擦屁股”。大丈夫有屁股自己擦，为什么要别人擦？
3	plausible_candidate_not_exported	0	manual-check	028.圣人教育.txt	17	圣人教育	LASXGJ-088	宋朝养了几百年的士，只出了一个文天祥，明朝养了几百年的士，只出了一个史可法，其他大都是异族统治下的投降汉，孔曰成仁，孟云取义，又在哪儿？这些充分证明了“圣人教育”的失败。
3	plausible_candidate_not_exported	0	manual-check	057.最后的肯定.txt	9	结婚	LASXGJ-166	希特勒作孽多端，杀人无算，临死前，必然发现万事皆空，一切权势荣华皆是浮云过眼，他必然会否定一切。唯一肯定的，恐怕只是他这位红颜知己的真情。他最后放弃56年的不婚生活，宣布跟这个小女人“结婚”，也正表示了他这种肯定，——这种最后的肯定。
3	plausible_candidate_not_exported	0	manual-check	057.最后的肯定.txt	13	美人	LASXGJ-169	从肯定“美人”的角度来看，甚至中国的吴三桂，也不失为人寰情种。吴三桂举兵抵抗李自成，大义绝亲，万无反顾，自己父亲被李自成所杀，他不“冲冠一怒”。可是一听到自己的女人陈圆圆被抢的时候，他就吃不消啦！他就要“冲冠一怒为红颜”！于是做了汉奸，也心甘情愿。故吴三桂虽叱咤风云，不可一世，但其最后的肯定，还是栽在“美人”身上！
2	export_scope_edge		scope-edge	001.从《秀嫚信箱》到《上下古今谈》.txt	21	上下古今事， / 都付笔谈中。	LASXGJ-001	词句化用 / 改写《三国演义》题词系统中“古今多少事，都付笑谈中”的句式。 / 李敖以化用题词为全书代序，把每日专栏定位为贯通上下古今、付诸笔谈的文字试验。
2	export_scope_edge		scope-edge	001.从《秀嫚信箱》到《上下古今谈》.txt	27	恋爱季节	LASXGJ-002	外国文学语 / 文中称为歌德所谓的“恋爱季节”。 / 李敖借歌德语汇调侃《秀嫚信箱》和《上下古今谈》在五月之后登场，把报纸专栏写成一场带文学趣味的时节巧合。
2	export_scope_edge		scope-edge	001.从《秀嫚信箱》到《上下古今谈》.txt	57	女子无才便是德	LASXGJ-004	传统格言 / 明清以来流行的男权社会女性训诫语。 / 李敖用这句旧格言概括传统女性路线的狭窄，指出它把女性才能视为不守妇道的根源。
2	export_scope_edge		scope-edge	001.从《秀嫚信箱》到《上下古今谈》.txt	165	宽恕人的过失，就是自己的荣耀。	LASXGJ-015	格言 / 文中标明为格言。 / 李敖转引这句劝导语，说明报复只会把短暂冲动变成长期遗憾。
2	export_scope_edge		scope-edge	008.不仅仅是做“好人”.txt	11	剃刀边缘	LASXGJ-025	外国文学语 / 毛姆小说题名式语汇，在文中作危险境地的比喻。 / 李敖说奋斗的好人要站在剃刀边缘，表示真正的善必须进入现实冲突而非袖手兴叹。
2	export_scope_edge		scope-edge	008.不仅仅是做“好人”.txt	11	最好的又最后的	LASXGJ-026	外国诗文格言 / 文中注为诗人勃朗宁所谓。 / 李敖用勃朗宁语汇写奋斗者的决战意识，强调好人也要打最后而最好的仗。
2	export_scope_edge		scope-edge	019.臭皮匠和民主靴.txt	7	吃得苦中苦，方为人上人	LASXGJ-054	民间格言 / 传统劝苦成名格言。 / 李敖批评这句格言背后的“人上人”欲望，认为它不适合真正民主的平等人格。
2	export_scope_edge		scope-edge	028.圣人教育.txt	11	人人皆尧舜	LASXGJ-072	儒家格言 / 孟子系统中人人皆可为尧舜的观念。 / 李敖把它列入圣人教育的诱人理论，再转而指出做圣人的实际要求反人情。
2	export_scope_edge		scope-edge	028.圣人教育.txt	13	饿死事小，失节事大	LASXGJ-087	理学格言 / 宋明理学节烈观中的常用格言。 / 李敖以它为例，说明圣人教育把改嫁等常情压成极端节烈标准。
2	export_scope_edge		scope-edge	045.发财的真价值.txt	3	仓廪实而知礼节，衣食足而知荣辱。	LASXGJ-127	古典格言 / 《管子》系统名句。 / 李敖用它论证生活基层保障是一切礼仪制度的先决条件。
2	export_scope_edge		scope-edge	045.发财的真价值.txt	3	两个口袋空的人，腰站不直	LASXGJ-126	外国格言 / 文中称为西方人的说法。 / 李敖把它与东方俗谚并列，说明东西方都承认金钱会影响人的尊严与行动力。
2	export_scope_edge		scope-edge	048.用笑脸做后盾.txt	17	你们这样凶，会吓坏小孩子，可是却吓不坏不怕你们的人	LASXGJ-133	外国诗人轶语 / 泰戈尔责备英国人横眉怒目的话。 / 李敖用泰戈尔轶语说明威吓对不怕的人无效，笑脸反而是更聪明的策略。
2	export_scope_edge		scope-edge	050.如果爸爸犯了罪.txt	9	明捉暗放	LASXGJ-135	水浒式成语 / 文中称可在《水浒传》中找到的官场作风。 / 李敖用它概括孟子式两面讨好的做法，批评公私混杂的传统权术。
2	export_scope_edge		scope-edge	050.如果爸爸犯了罪.txt	9	外公内私	LASXGJ-136	水浒式成语 / 文中称可在《水浒传》中找到的官场作风。 / 李敖用它说明表面执行公法、暗中照顾私情的传统手法。
2	export_scope_edge		scope-edge	051.西餐叉子吃人肉.txt	11	西学为用	LASXGJ-145	近代文化格言 / “中学为体，西学为用”的后半公式。 / 李敖把它和中学为体并列，指出神奇技术若只作旧思想工具，仍等同用叉子吃人肉。
2	export_scope_edge		scope-edge	051.西餐叉子吃人肉.txt	11	中学为体	LASXGJ-144	近代文化格言 / “中学为体，西学为用”的前半公式。 / 李敖用它批评只保留旧脑袋、外接现代器物的皮毛西化。
2	export_scope_edge		scope-edge	056.为叶枫说话.txt	11	无一面雅，左右之介	LASXGJ-165	古话套语 / 文中称为俗套的古话。 / 李敖借古话说明自己既未见过叶枫也无中间人介绍，因而判断相对客观。
0	plausible_candidate_not_exported	0	manual-check	001.从《秀嫚信箱》到《上下古今谈》.txt	43	刘秀嫚的意见		所谓《秀嫚信箱》，它的真正意义不单在“信箱”的执笔人写些什么，同样重要或更重要的，是“信箱”执笔人以她的身份和地位向人们宣示些什么。换句话说：《秀嫚信箱》的意义，不止于普通的一个“信箱”主持人的意见表达。它的意义，是告诉人们“刘秀嫚的意见”，告诉人们以我刘秀嫚的身份和地位，要说些什么。
0	plausible_candidate_not_exported	0	manual-check	001.从《秀嫚信箱》到《上下古今谈》.txt	43	信箱		所谓《秀嫚信箱》，它的真正意义不单在“信箱”的执笔人写些什么，同样重要或更重要的，是“信箱”执笔人以她的身份和地位向人们宣示些什么。换句话说：《秀嫚信箱》的意义，不止于普通的一个“信箱”主持人的意见表达。它的意义，是告诉人们“刘秀嫚的意见”，告诉人们以我刘秀嫚的身份和地位，要说些什么。
0	plausible_candidate_not_exported	0	manual-check	001.从《秀嫚信箱》到《上下古今谈》.txt	93	万一生出来的，竟是我的丑，配上你的愚笨，那该多糟糕！		西方近代最才华盖世的天才女子邓肯（Isadora Duncan）有一次向萧伯纳开玩笑说：“以我的美，配上你的聪明，生一个小孩，那多好！”萧伯纳答她道：“万一生出来的，竟是我的丑，配上你的愚笨，那该多糟糕！”我举这个笑话，为的不是别的，而是引喻我的一个妙想。
0	plausible_candidate_not_exported	0	manual-check	001.从《秀嫚信箱》到《上下古今谈》.txt	93	以我的美，配上你的聪明，生一个小孩，那多好！		西方近代最才华盖世的天才女子邓肯（Isadora Duncan）有一次向萧伯纳开玩笑说：“以我的美，配上你的聪明，生一个小孩，那多好！”萧伯纳答她道：“万一生出来的，竟是我的丑，配上你的愚笨，那该多糟糕！”我举这个笑话，为的不是别的，而是引喻我的一个妙想。
0	export_scope_edge		scope-edge	001.从《秀嫚信箱》到《上下古今谈》.txt	111	避此人出一头地	LASXGJ-013	欧阳修典故 / 欧阳修称赏苏轼时的典故。 / 李敖戏称自己学欧阳修让出位置，既自嘲恶名四溢，也抬高刘秀嫚接续专栏的可能性。
0	export_scope_edge		scope-edge	001.从《秀嫚信箱》到《上下古今谈》.txt	111	荐贤自代	LASXGJ-011	古文典故语 / 推荐贤者代替自己的传统说法。 / 李敖以此说明自己停写后推荐刘秀嫚接手专栏，把让出版面写成古典意义上的自代举贤。
0	export_scope_edge		scope-edge	001.从《秀嫚信箱》到《上下古今谈》.txt	111	退让贤路	LASXGJ-012	古文典故语 / 让出位置给贤者的传统说法。 / 李敖用它和“荐贤自代”并列，说明自己把专栏转交刘秀嫚的动作有一层古典修辞。
0	plausible_candidate_not_exported	0	manual-check	001.从《秀嫚信箱》到《上下古今谈》.txt	113	不良纪录		我清楚地知道，在我那些数不清的“不良纪录”中，由于我这一篇“代序”，必然增加一条新的“不良纪录”。为了使撰写纪录的“未来牌友”少一点麻烦，我现在代为拟定草稿一则，以供参考。文曰：
0	plausible_candidate_not_exported	0	manual-check	001.从《秀嫚信箱》到《上下古今谈》.txt	113	代序		我清楚地知道，在我那些数不清的“不良纪录”中，由于我这一篇“代序”，必然增加一条新的“不良纪录”。为了使撰写纪录的“未来牌友”少一点麻烦，我现在代为拟定草稿一则，以供参考。文曰：
0	plausible_candidate_not_exported	0	manual-check	001.从《秀嫚信箱》到《上下古今谈》.txt	113	未来牌友		我清楚地知道，在我那些数不清的“不良纪录”中，由于我这一篇“代序”，必然增加一条新的“不良纪录”。为了使撰写纪录的“未来牌友”少一点麻烦，我现在代为拟定草稿一则，以供参考。文曰：
0	export_scope_edge		scope-edge	002.开场白——“浪子”回头.txt	13	满地江湖吾尚在，棋枰声里俟河清。	LASXGJ-017	近代诗句 / 章太炎到台湾主持《台湾日日新报》时所作诗句。 / 李敖借章太炎诗句自比江湖浪子，在专栏开场时把写作说成久候河清后的笔杆报国。
0	export_scope_edge		scope-edge	003.破题——从《人间喜剧》说起.txt	15	后之视今，亦犹今之视昔。	LASXGJ-018	古文名句 / 王羲之《兰亭集序》名句。 / 李敖用王羲之的时间感说明吴稚晖旧专栏会落伍，自己的文章将来也会被后人重新审视。
0	export_scope_edge		scope-edge	004.“上下”与雅俗.txt	13	以俗为雅	LASXGJ-020	文学主张语 / 黄庭坚诗文观念中的说法。 / 李敖借黄山谷主张强调自己反对八股装蒜，赞成把俗语转化为文章生气。
0	plausible_candidate_not_exported	0	likely-exclude	008.不仅仅是做“好人”.txt	3	好人		四十三年前的5月13号，蔡元培、王宠惠、罗文干、汤尔和、陶行知、王伯秋、梁漱冥（溟）、李大钊、陶孟和、朱经农、张慰慈、高一涵、徐宝璜、王征、丁文江、胡适等十六个人，在《努力周报》第2期上，登出了《我们的政治主张》。他们集体提出了“好政府”的要求，并且要求“好人”要有奋斗的精神。他们说：
0	plausible_candidate_not_exported	0	likely-exclude	008.不仅仅是做“好人”.txt	3	好政府		四十三年前的5月13号，蔡元培、王宠惠、罗文干、汤尔和、陶行知、王伯秋、梁漱冥（溟）、李大钊、陶孟和、朱经农、张慰慈、高一涵、徐宝璜、王征、丁文江、胡适等十六个人，在《努力周报》第2期上，登出了《我们的政治主张》。他们集体提出了“好政府”的要求，并且要求“好人”要有奋斗的精神。他们说：
0	plausible_candidate_not_exported	0	manual-check	012.没良心.txt	7	天生来没良心		这个笑话，最重要的关键在老六说的那一段。所谓“天生来没良心”一点，依我看来，实在是真理，虽然老六本人并不知道。
0	plausible_candidate_not_exported	0	manual-check	012.没良心.txt	9	良心		所谓“良心”，是古今中外人士最爱谈的一个大题目，也是一个十分不通的大题目。我所以说这个题目不通，乃是因为“良心”是根本不存在的。一般人误以为人类先天性有“良知良能”、有“是非判断”……其实这些都是根本没有的，——这些统统都是后天习俗与教育的产物，标准也因时空环境而不同。例如：中国的女人，会因丈夫讨小老婆而大骂丈夫“没良心”；可是沙特阿拉伯的女人呢？却会因丈夫没讨小老婆而大骂丈夫“没良心”。可见“良心”云云，实在是后天学到的传统标准，并不是什么得天独厚的宝贝。
0	plausible_candidate_not_exported	0	manual-check	012.没良心.txt	9	良知良能		所谓“良心”，是古今中外人士最爱谈的一个大题目，也是一个十分不通的大题目。我所以说这个题目不通，乃是因为“良心”是根本不存在的。一般人误以为人类先天性有“良知良能”、有“是非判断”……其实这些都是根本没有的，——这些统统都是后天习俗与教育的产物，标准也因时空环境而不同。例如：中国的女人，会因丈夫讨小老婆而大骂丈夫“没良心”；可是沙特阿拉伯的女人呢？却会因丈夫没讨小老婆而大骂丈夫“没良心”。可见“良心”云云，实在是后天学到的传统标准，并不是什么得天独厚的宝贝。
0	plausible_candidate_not_exported	0	manual-check	012.没良心.txt	9	没良心		所谓“良心”，是古今中外人士最爱谈的一个大题目，也是一个十分不通的大题目。我所以说这个题目不通，乃是因为“良心”是根本不存在的。一般人误以为人类先天性有“良知良能”、有“是非判断”……其实这些都是根本没有的，——这些统统都是后天习俗与教育的产物，标准也因时空环境而不同。例如：中国的女人，会因丈夫讨小老婆而大骂丈夫“没良心”；可是沙特阿拉伯的女人呢？却会因丈夫没讨小老婆而大骂丈夫“没良心”。可见“良心”云云，实在是后天学到的传统标准，并不是什么得天独厚的宝贝。
0	plausible_candidate_not_exported	0	manual-check	012.没良心.txt	9	是非判断		所谓“良心”，是古今中外人士最爱谈的一个大题目，也是一个十分不通的大题目。我所以说这个题目不通，乃是因为“良心”是根本不存在的。一般人误以为人类先天性有“良知良能”、有“是非判断”……其实这些都是根本没有的，——这些统统都是后天习俗与教育的产物，标准也因时空环境而不同。例如：中国的女人，会因丈夫讨小老婆而大骂丈夫“没良心”；可是沙特阿拉伯的女人呢？却会因丈夫没讨小老婆而大骂丈夫“没良心”。可见“良心”云云，实在是后天学到的传统标准，并不是什么得天独厚的宝贝。
0	plausible_candidate_not_exported	0	likely-exclude	012.没良心.txt	13	凡良心未安，誓不下笔		基于这种认识，当我们看到《中国记者信条》第八条所谓“凡良心未安，誓不下笔”等话的时候，我们便会觉得可笑了；又当我们看到台北市警察局长发布函件中第八项所谓“要本着良心办事”等话的时候，我们更会觉得可笑了。
0	plausible_candidate_not_exported	0	likely-exclude	012.没良心.txt	13	要本着良心办事		基于这种认识，当我们看到《中国记者信条》第八条所谓“凡良心未安，誓不下笔”等话的时候，我们便会觉得可笑了；又当我们看到台北市警察局长发布函件中第八项所谓“要本着良心办事”等话的时候，我们更会觉得可笑了。
0	plausible_candidate_not_exported	0	likely-exclude	015.“好汉”与负责.txt	13	法律以外		在今天，做这种“好汉”的人愈来愈少了。今天的所谓“好汉”，不但在“法律以外”不敢多负责任，甚至在法庭上，都不敢坦承他们所写的诽谤文字。这种狡赖的卑怯作风，哪里算是男子汉呢？
0	plausible_candidate_not_exported	0	likely-exclude	015.“好汉”与负责.txt	13	好汉		在今天，做这种“好汉”的人愈来愈少了。今天的所谓“好汉”，不但在“法律以外”不敢多负责任，甚至在法庭上，都不敢坦承他们所写的诽谤文字。这种狡赖的卑怯作风，哪里算是男子汉呢？
0	export_scope_edge		scope-edge	017.从乡愁到大气派.txt	9	天地为我庐	LASXGJ-048	古典诗文语 / 古典诗文中以天地为居所的旷达语汇。 / 李敖用它反衬离乡背井式浩叹的小气，主张更大的山河观。
0	export_scope_edge		scope-edge	017.从乡愁到大气派.txt	13	却恐他乡胜故乡	LASXGJ-052	宋诗名句 / 陆游诗句。 / 李敖以陆游的现实了解反驳狭小乡愁，主张承认新居之地也可能胜过故乡。
0	export_scope_edge		scope-edge	019.臭皮匠和民主靴.txt	3	三个臭皮匠，胜过诸葛亮	LASXGJ-053	民间俗谚 / 民间关于多数平庸智慧的俗谚。 / 李敖用它比喻民主政治，以多数人的平庸智慧缝制并监督民主靴。
0	export_scope_edge		scope-edge	019.臭皮匠和民主靴.txt	15	削足适履	LASXGJ-060	传统成语 / 比喻勉强迁就既成形式而伤害本身。 / 李敖把民主制度比作靴子，警告代表不可让人民削足适履。
0	plausible_candidate_not_exported	0	likely-exclude	019.臭皮匠和民主靴.txt	17	臭皮匠		我们的“臭皮匠”，该永远是替我们说话的民意传声筒，不该是政府的应声虫。这种立场与分际，是孙中山先生早就说过的“权”与“能”的分际，并不是找政府的麻烦。
0	plausible_candidate_not_exported	0	manual-check	020.“永不录用”的法律问题.txt	13	永不录用		所谓“永不录用”，是剥夺一个人民的做公务员的资格，这是何等重大的惩罚！人民做公务员，这是基本的公权之一。按照《刑法》第36条：
0	export_scope_edge		scope-edge	020.“永不录用”的法律问题.txt	33	牵一发而动全身	LASXGJ-061	传统成语 / 比喻细小变化牵动全局。 / 李敖用它写翁案处分可能影响全局，提醒个别行政动作会牵连制度评价。
0	plausible_candidate_not_exported	0	likely-exclude	020.“永不录用”的法律问题.txt	37	未婚妻		或谓翁慨一任校长18年，荣华富贵，过眼云烟，一朝奉命“永不录用”，细细享受千万家财，虽丢一脸而仍有半辈子福分，与那位先结婚而后订婚的“未婚妻”共效于飞之乐，忽而飞到梨山、忽而飞到台北，其乐之极将无异于西方世界，看各报还有什么工夫登照片并加以考证？当是时也，倒要感谢黄主席的成全。（1965年7月8日）
0	plausible_candidate_not_exported	0	likely-exclude	020.“永不录用”的法律问题.txt	37	永不录用		或谓翁慨一任校长18年，荣华富贵，过眼云烟，一朝奉命“永不录用”，细细享受千万家财，虽丢一脸而仍有半辈子福分，与那位先结婚而后订婚的“未婚妻”共效于飞之乐，忽而飞到梨山、忽而飞到台北，其乐之极将无异于西方世界，看各报还有什么工夫登照片并加以考证？当是时也，倒要感谢黄主席的成全。（1965年7月8日）
0	plausible_candidate_not_exported	0	likely-exclude	020.“永不录用”的法律问题.txt	59	怀古		社会新闻只是一阵子的事，翁慨被毁只是一个人的事，一时资为谈助，过些时，就冲淡了。报纸上每天出现社会新闻，外国的和中国的，热闹一阵，渐次的褪色，褪了色的社会新闻，谈的兴趣比例减低。兴趣集中于突发的当时，社会新闻最能引发自由批评的兴趣，而不负任何责任。专爱管闲事，月旦人物，说风凉话，是一种；以卫道自居，叹此风之不古，义愤填膺，又是一种。其实古时的世风，也经常有这类不正经的事发生，当时的人仍照样叹世风之不古，如此笼统朦胧“怀古”，殊无助于“匡今”。
0	plausible_candidate_not_exported	0	likely-exclude	020.“永不录用”的法律问题.txt	59	匡今		社会新闻只是一阵子的事，翁慨被毁只是一个人的事，一时资为谈助，过些时，就冲淡了。报纸上每天出现社会新闻，外国的和中国的，热闹一阵，渐次的褪色，褪了色的社会新闻，谈的兴趣比例减低。兴趣集中于突发的当时，社会新闻最能引发自由批评的兴趣，而不负任何责任。专爱管闲事，月旦人物，说风凉话，是一种；以卫道自居，叹此风之不古，义愤填膺，又是一种。其实古时的世风，也经常有这类不正经的事发生，当时的人仍照样叹世风之不古，如此笼统朦胧“怀古”，殊无助于“匡今”。
0	export_scope_edge		scope-edge	020.“永不录用”的法律问题.txt	85	过犹不及	LASXGJ-064	论语成语 / 《论语》语意，指过分和不足同样失当。 / 李敖用它批评防弊法令若过头，反而增加守规矩者的困扰。
0	export_scope_edge		scope-edge	020.“永不录用”的法律问题.txt	85	亡羊补牢	LASXGJ-063	传统成语 / 比喻出事后设法补救。 / 李敖用它评价事后限制校长兼任董事长等措施，认为补救未必明智。
0	export_scope_edge		scope-edge	021.瑞典与废娼.txt	11	礼仪之邦	LASXGJ-065	传统成语 / 中国自称文明礼教之邦的常用语。 / 李敖反讽使用它，指出所谓礼仪之邦仍背负娼妓制度的旧账。
0	export_scope_edge		scope-edge	021.瑞典与废娼.txt	11	诗酒唱和	LASXGJ-067	传统文人语 / 以诗酒交游唱和的文人习气。 / 李敖把它放在娼妓制度语境中，揭露旧文人以风雅掩饰剥削。
0	plausible_candidate_not_exported	0	likely-exclude	026.“流氓”与法律.txt	7	恐怖时代		稍知历史的人，都知道法国大革命时候的“恐怖时代”。所谓“恐怖时代”，就是人人都保不住脑袋的时代，人人都可能被硬安上一个罪名，然后移请阎王老爷管训。那时候，光在巴黎一个地方，就被杀掉2500人；全法国的杀人纪录，大约有1万人。这1万人中，谁是坏蛋、谁是好人，大家根本分不清了，大家只是杀得眼红，哪顾得许多！
0	plausible_candidate_not_exported	0	likely-exclude	026.“流氓”与法律.txt	11	恶法		“法外杀人”固然要不得，“法内杀人”总该要得了吧？不，这也有问题。所谓“法内杀人”，这要看依据的是什么“法”？要看这个“法”是不是陆啸钊先生所说的“恶法”；还要看它是不是经过立法手续的法律。如果不符合这两个起码的条件，那么用这种“法”来“杀”的人，还是一个枉死鬼。
