source_file	line	flag	text
071.“古希腊的辉煌”.txt	31		　　英文谚语A cat has nine lives.（猫有九命）City with nine lives是套这一谚语。 
071.“古希腊的辉煌”.txt	33		　　中国人说“人非圣贤，孰能无过？”但外国人却说圣贤也有过，在英文中，这Even Homer nods.。Even Homer sometimes nods.（连荷马也打磕睡）荷马是第一个西方作家，是个瞎子（中国最老的作家之一左丘明Tso Chiu-ming也是个瞎子！）荷马活的时候穷得讨饭，死后有七个城拍他的马屁，说荷马是他们老乡。 
071.“古希腊的辉煌”.txt	41		　　荷马的Odyssey里说Greeks从Troy回来，路上经过千辛万苦。他们的大英雄是Odysseus（英文多叫他Odysses），带着Greeks逃离了Lotus-Eaters等等要命的地方。 
071.“古希腊的辉煌”.txt	53		　　希腊的建筑后来被人学，到处都是。英国哲学家A. N. Whitehead有一段说这种希腊其实最不希腊，因为希腊人并不学人家。（The most un-Greek thing we can do is copy the Greeks. For emphatically they were not copyists.） 
071.“古希腊的辉煌”.txt	57		　　Zeus有一个儿子，叫Heracles，说Heracles的后代就是Alexander the Great，所以老是和Zeus有关系。 
071.“古希腊的辉煌”.txt	63		　　Alexander the Great很羡幕这位满不在乎的哲学家，因此才说了这么一句捧人也自捧的话——“如果我不是亚历山大，我就想做Diogenes．”（If I were not Alexander, I would be Diogenes.）他真会说话呵！ 
072.“古罗马的壮丽”.txt	7		　　英文中带罗马的词儿很多，Roman Nose、Roman numerals……你慢慢都会碰到。带罗马的成语也很多。条条大路通罗马！（All roads lead to Rome.） 
072.“古罗马的壮丽”.txt	13		　　在地图上你注意Pompeii那个地方。一千九百年前，Vesuvius火山爆发，把Pompeii活埋了。但这一埋却保存了一个两千年前完整的古城。现在这个城的一半已经给挖了出来，使人类看到了两千年前古城的原样，小文你说，多有意思呀！ 
072.“古罗马的壮丽”.txt	19		　　古罗马圆形竞技场叫The Colosseum，是人给狮子吃的地方。Roman Holiday（罗马假期）表示看人受罪以为乐，就是这么来的，最喜欢Roman Holiday的是罗马皇帝尼禄（Nero），有人说他放火烧了罗马，还出来一句英文成语：To fiddle while Rome is burning. 
072.“古罗马的壮丽”.txt	21		　　罗马本来信很多神，但是Christians（基督徒）跑出来说别的不要信，只信他们的God，结果在Nero时候，大抓Christians，Christians吓得躲到catacombs（墓窖）里。 因为罗马法规定不准打扰死人，所以罗马兵不会跑去抓。 
072.“古罗马的壮丽”.txt	37		　　恺撒打Egypt后，被埃及女皇Cleopatra迷住。恺撒被刺后，他的部下Antony又被Cleopatra迷住。所以法国哲学家Pascal说：如果Cleopatra的鼻子短一点，整个世界的脸蛋都变了。（If the nose of Cleopatra had been a little shorter the whole face of the world would have been changed.） 
072.“古罗马的壮丽”.txt	45		　　费边社的人才，爸爸跟你谈过GBS（George Bernard Shaw，萧伯纳），现在再介绍两位。1．英国小说家：威尔斯（H．G．Wells），2．英国社会学家：碧特莱丝·韦伯夫人 （Beatrice Webb）。 
072.“古罗马的壮丽”.txt	47		　　罗马用的是拉丁（Latin）文。最早罗马人的土包子说他不懂希腊文（Greek）。英文成语It is Greek to me．意思是I can't understand it.。罗马人后来什么都要Greek，最后干脆用起希腊文来，不喜欢用自己的拉丁文了。 
072.“古罗马的壮丽”.txt	49		　　希腊罗马因为文化混在一起，所以一般都说Greco-Roman，像Greco-Roman Civilization，Greco-Roman Wrestling等。 
073.波澜N多的波兰.txt	29		　　波兰的瓷器很有名，瓷器又叫china，所以，可以说，Poland的china很有名。 
073.波澜N多的波兰.txt	51		　　他最有名的小说是《吉姆老爷》（Lord Jim）和《黑暗的心》（Heart of Dark）。家里都有。 
073.波澜N多的波兰.txt	55		　　波兰最有名的文学家是显克维支Henryk Sienkiewicz（1846-1916），他用Rome的Nero做故事，写成了《暴君焚城录》（Quo Vadis，也叫《你往何处去》），这本书和前面居里夫人女儿给她妈妈写的那本Madame Curie，你都该看。家里都有。 
